State,Year,Quater,Pincodes,Registered_Users
Delhi,2023,1,110096,386108
Delhi,2023,1,110042,381910
Delhi,2023,2,110059,744061
Delhi,2023,2,110092,577301
Delhi,2023,2,110086,520976
Delhi,2023,2,110044,459541
Delhi,2023,2,110041,457756
Delhi,2023,2,110094,413225
Delhi,2023,2,110085,413127
Delhi,2023,2,110053,407624
Delhi,2023,2,110096,400907
Delhi,2023,2,110042,397341
Delhi,2023,3,110059,772107
Delhi,2023,3,110092,598195
Delhi,2023,3,110086,540985
Delhi,2023,3,110044,477143
Delhi,2023,3,110041,475553
Delhi,2023,3,110094,429279
Delhi,2023,3,110085,428343
Delhi,2023,3,110053,423667
Delhi,2023,3,110096,415834
Delhi,2023,3,110042,413005
Delhi,2023,4,110059,798856
Delhi,2023,4,110092,617934
Delhi,2023,4,110086,561319
Delhi,2023,4,110044,494483
Delhi,2023,4,110041,493201
Delhi,2023,4,110094,444837
Delhi,2023,4,110085,442488
Delhi,2023,4,110053,438988
Delhi,2023,4,110096,430061
Delhi,2023,4,110042,428202
Goa,2018,1,403516,6466
Goa,2018,1,403601,5251
Goa,2018,1,403001,5240
Goa,2018,1,403401,5138
Goa,2018,1,403802,3850
Goa,2018,1,403722,3844
Goa,2018,1,403507,3831
Goa,2018,1,403521,2841
Goa,2018,1,403515,2443
Goa,2018,1,403509,2386
Goa,2018,2,403516,8301
Goa,2018,2,403001,7089
Goa,2018,2,403601,6974
Goa,2018,2,403401,6685
Goa,2018,2,403722,5343
Goa,2018,2,403802,5119
Goa,2018,2,403507,4991
Goa,2018,2,403521,3804
Goa,2018,2,403515,3277
Goa,2018,2,403509,3077
Goa,2018,3,403516,9997
Goa,2018,3,403001,8932
Goa,2018,3,403601,8721
Goa,2018,3,403401,8256
Goa,2018,3,403722,7084
Goa,2018,3,403802,6453
Goa,2018,3,403507,6272
Goa,2018,3,403521,4797
Goa,2018,3,403515,4153
Goa,2018,3,403801,3775
Goa,2018,4,403516,12486
Goa,2018,4,403001,11471
Goa,2018,4,403601,10977
Goa,2018,4,403401,10356
Goa,2018,4,403722,9148
Goa,2018,4,403802,8151
Goa,2018,4,403507,7980
Goa,2018,4,403521,6106
Goa,2018,4,403515,5194
Goa,2018,4,403509,4753
Goa,2019,1,403516,15021
Goa,2019,1,403001,14063
Goa,2019,1,403601,13406
Goa,2019,1,403401,12431
Goa,2019,1,403722,11012
Goa,2019,1,403802,9859
Goa,2019,1,403507,9777
Goa,2019,1,403521,7471
Goa,2019,1,403515,6247
Goa,2019,1,403512,5763
Goa,2019,2,403516,17020
Goa,2019,2,403001,16546
Goa,2019,2,403601,15906
Goa,2019,2,403401,14462
Goa,2019,2,403722,12443
Goa,2019,2,403802,11642
Goa,2019,2,403507,11602
Goa,2019,2,403521,8708
Goa,2019,2,403515,7164
Goa,2019,2,403512,6805
Goa,2019,3,403516,19191
Goa,2019,3,403001,18952
Goa,2019,3,403601,18205
Goa,2019,3,403401,16425
Goa,2019,3,403722,13795
Goa,2019,3,403507,13252
Goa,2019,3,403802,13185
Goa,2019,3,403521,10022
Goa,2019,3,403515,8059
Goa,2019,3,403512,7853
Goa,2019,4,403516,21230
Goa,2019,4,403001,20952
Goa,2019,4,403601,20128
Goa,2019,4,403401,18284
Goa,2019,4,403722,15231
Goa,2019,4,403507,14800
Goa,2019,4,403802,14490
Goa,2019,4,403521,11139
Goa,2019,4,403515,8917
Goa,2019,4,403512,8854
Goa,2020,1,403516,23160
Goa,2020,1,403001,22905
Goa,2020,1,403601,22252
Goa,2020,1,403401,20276
Goa,2020,1,403722,16611
Goa,2020,1,403507,16487
Goa,2020,1,403802,16084
Goa,2020,1,403521,12266
Goa,2020,1,403512,9989
Goa,2020,1,403515,9727
Goa,2020,2,403001,24693
Goa,2020,2,403601,24596
Goa,2020,2,403516,24526
Goa,2020,2,403401,22379
Goa,2020,2,403507,18333
Goa,2020,2,403722,17947
Goa,2020,2,403802,17824
Goa,2020,2,403521,13409
Goa,2020,2,403512,11037
Goa,2020,2,403515,10353
Goa,2020,3,403601,27208
Goa,2020,3,403001,26737
Goa,2020,3,403516,26198
Goa,2020,3,403401,24797
Goa,2020,3,403507,20441
Goa,2020,3,403802,19674
Goa,2020,3,403722,19552
Goa,2020,3,403521,14524
Goa,2020,3,403512,12307
Goa,2020,3,403515,11111
Goa,2020,4,403601,30363
Goa,2020,4,403001,29484
Goa,2020,4,403516,28745
Goa,2020,4,403401,27577
Goa,2020,4,403507,22919
Goa,2020,4,403802,21866
Goa,2020,4,403722,21365
Goa,2020,4,403521,16004
Goa,2020,4,403512,13802
Goa,2020,4,403515,12169
Goa,2021,1,403601,32812
Goa,2021,1,403001,31639
Goa,2021,1,403516,31109
Goa,2021,1,403401,29759
Goa,2021,1,403507,24789
Goa,2021,1,403802,23590
Goa,2021,1,403722,23019
Goa,2021,1,403521,17278
Goa,2021,1,403512,15009
Goa,2021,1,403515,13117
Goa,2021,2,403601,35016
Goa,2021,2,403001,33753
Goa,2021,2,403516,33166
Goa,2021,2,403401,31770
Goa,2021,2,403507,26546
Goa,2021,2,403802,25160
Goa,2021,2,403722,24578
Goa,2021,2,403521,18403
Goa,2021,2,403512,16035
Goa,2021,2,403515,13992
Goa,2021,3,403601,37507
Goa,2021,3,403001,36113
Goa,2021,3,403516,35395
Goa,2021,3,403401,34083
Goa,2021,3,403507,28444
Goa,2021,3,403802,26955
Goa,2021,3,403722,26342
Goa,2021,3,403521,19690
Goa,2021,3,403512,17249
Goa,2021,3,403515,14917
Goa,2021,4,403601,39985
Goa,2021,4,403001,38489
Goa,2021,4,403516,37615
Goa,2021,4,403401,36388
Goa,2021,4,403507,30339
Goa,2021,4,403802,28748
Goa,2021,4,403722,28215
Goa,2021,4,403521,20963
Goa,2021,4,403512,18476
Goa,2021,4,403515,15851
Goa,2022,1,403601,42284
Goa,2022,1,403001,40658
Goa,2022,1,403516,39737
Goa,2022,1,403401,38530
Goa,2022,1,403507,32152
Goa,2022,1,403802,30460
Goa,2022,1,403722,29946
Goa,2022,1,403521,22153
Goa,2022,1,403512,19621
Goa,2022,1,403515,16746
Goa,2022,2,403601,44524
Goa,2022,2,403001,42745
Goa,2022,2,403516,41711
Goa,2022,2,403401,40592
Goa,2022,2,403507,33849
Goa,2022,2,403802,32057
Goa,2022,2,403722,31588
Goa,2022,2,403521,23291
Goa,2022,2,403512,20688
Goa,2022,2,403515,17575
Goa,2022,3,403601,46781
Goa,2022,3,403001,44871
Goa,2022,3,403516,43715
Goa,2022,3,403401,42722
Goa,2022,3,403507,35584
Goa,2022,3,403802,33724
Goa,2022,3,403722,33341
Goa,2022,3,403521,24473
Goa,2022,3,403512,21788
Goa,2022,3,403515,18401
Goa,2022,4,403601,49007
Goa,2022,4,403001,46997
Goa,2022,4,403516,45745
Goa,2022,4,403401,44729
Goa,2022,4,403507,37261
Goa,2022,4,403802,35405
Goa,2022,4,403722,35057
Goa,2022,4,403521,25628
Goa,2022,4,403512,22733
Goa,2022,4,403515,19246
Goa,2023,1,403601,51090
Goa,2023,1,403001,49009
Goa,2023,1,403516,47604
Goa,2023,1,403401,46716
Goa,2023,1,403507,38878
Goa,2023,1,403802,36991
Goa,2023,1,403722,36725
Goa,2023,1,403521,26694
Goa,2023,1,403512,23734
Goa,2023,1,403515,20070
Goa,2023,2,403601,52926
Goa,2023,2,403001,50691
Goa,2023,2,403516,49202
Goa,2023,2,403401,48492
Goa,2023,2,403507,40331
Goa,2023,2,403802,38360
Goa,2023,2,403722,38166
Goa,2023,2,403521,27648
Goa,2023,2,403512,24698
Goa,2023,2,403515,20746
Goa,2023,3,403601,54900
Goa,2023,3,403001,52510
Goa,2023,3,403516,51006
Goa,2023,3,403401,50416
Goa,2023,3,403507,41891
Goa,2023,3,403802,39799
Goa,2023,3,403722,39670
Goa,2023,3,403521,28680
Goa,2023,3,403512,25682
Goa,2023,3,403515,21511
Goa,2023,4,403601,56885
Goa,2023,4,403001,54280
Goa,2023,4,403516,52605
Goa,2023,4,403401,52198
Goa,2023,4,403507,43282
Goa,2023,4,403802,41222
Goa,2023,4,403722,41184
Goa,2023,4,403521,29665
Goa,2023,4,403512,26680
Goa,2023,4,403515,22181
Gujarat,2018,1,395006,72275
Gujarat,2018,1,395010,45734
Gujarat,2018,1,395004,37825
Gujarat,2018,1,382350,32292
Gujarat,2018,1,394210,31969
Gujarat,2018,1,395003,30787
Gujarat,2018,1,382481,25321
Gujarat,2018,1,395009,23628
Gujarat,2018,1,396191,22824
Gujarat,2018,1,382415,22742
Gujarat,2018,2,395006,94500
Gujarat,2018,2,395010,60175
Gujarat,2018,2,395004,49139
Gujarat,2018,2,394210,44190
Gujarat,2018,2,382350,41644
Gujarat,2018,2,395003,40881
Gujarat,2018,2,382481,32292
Gujarat,2018,2,396191,30464
Gujarat,2018,2,395009,30378
Gujarat,2018,2,382415,29895
Gujarat,2018,3,395006,113391
Gujarat,2018,3,395010,73560
Gujarat,2018,3,395004,58525
Gujarat,2018,3,394210,56563
Gujarat,2018,3,395003,50366
Gujarat,2018,3,382350,49974
Gujarat,2018,3,396191,38490
Gujarat,2018,3,382481,38313
Gujarat,2018,3,395009,36563
Gujarat,2018,3,382415,36510
Gujarat,2018,4,395006,135881
Gujarat,2018,4,395010,89595
Gujarat,2018,4,394210,71909
Gujarat,2018,4,395004,69666
Gujarat,2018,4,382350,62863
Gujarat,2018,4,395003,62164
Gujarat,2018,4,382481,50895
Gujarat,2018,4,396191,48467
Gujarat,2018,4,382415,46926
Gujarat,2018,4,395009,44962
Gujarat,2019,1,395006,157558
Gujarat,2019,1,395010,104683
Gujarat,2019,1,394210,86656
Gujarat,2019,1,395004,79826
Gujarat,2019,1,382350,74106
Gujarat,2019,1,395003,73240
Gujarat,2019,1,382481,60080
Gujarat,2019,1,396191,58289
Gujarat,2019,1,382415,56346
Gujarat,2019,1,382345,53663
Gujarat,2019,2,395006,180042
Gujarat,2019,2,395010,117410
Gujarat,2019,2,394210,99259
Gujarat,2019,2,395004,88490
Gujarat,2019,2,382350,83582
Gujarat,2019,2,395003,82557
Gujarat,2019,2,382481,67372
Gujarat,2019,2,396191,66034
Gujarat,2019,2,382415,64402
Gujarat,2019,2,382345,61531
Gujarat,2019,3,395006,198132
Gujarat,2019,3,395010,128538
Gujarat,2019,3,394210,111163
Gujarat,2019,3,395004,95896
Gujarat,2019,3,382350,92274
Gujarat,2019,3,395003,90925
Gujarat,2019,3,382481,73913
Gujarat,2019,3,396191,73506
Gujarat,2019,3,382415,72158
Gujarat,2019,3,382345,68940
Gujarat,2019,4,395006,214322
Gujarat,2019,4,395010,138999
Gujarat,2019,4,394210,123670
Gujarat,2019,4,395004,103138
Gujarat,2019,4,382350,99646
Gujarat,2019,4,395003,98804
Gujarat,2019,4,396191,81666
Gujarat,2019,4,382481,79158
Gujarat,2019,4,382415,78997
Gujarat,2019,4,382345,75408
Gujarat,2020,1,395006,230047
Gujarat,2020,1,395010,149506
Gujarat,2020,1,394210,137283
Gujarat,2020,1,395004,110684
Gujarat,2020,1,395003,106915
Gujarat,2020,1,382350,106647
Gujarat,2020,1,396191,90365
Gujarat,2020,1,382415,86315
Gujarat,2020,1,382481,84353
Gujarat,2020,1,382345,82048
Gujarat,2020,2,395006,245129
Gujarat,2020,2,395010,160784
Gujarat,2020,2,394210,153681
Gujarat,2020,2,395004,119752
Gujarat,2020,2,395003,115539
Gujarat,2020,2,382350,115202
Gujarat,2020,2,396191,100064
Gujarat,2020,2,382415,95250
Gujarat,2020,2,382481,90515
Gujarat,2020,2,382345,90259
Gujarat,2020,3,395006,259468
Gujarat,2020,3,395010,173062
Gujarat,2020,3,394210,167802
Gujarat,2020,3,395004,127956
Gujarat,2020,3,395003,124692
Gujarat,2020,3,382350,123709
Gujarat,2020,3,396191,109788
Gujarat,2020,3,382415,103846
Gujarat,2020,3,382345,98070
Gujarat,2020,3,382481,96759
Gujarat,2020,4,395006,276969
Gujarat,2020,4,395010,187103
Gujarat,2020,4,394210,184572
Gujarat,2020,4,395004,137335
Gujarat,2020,4,395003,135529
Gujarat,2020,4,382350,133012
Gujarat,2020,4,396191,121067
Gujarat,2020,4,382415,112726
Gujarat,2020,4,382345,105910
Gujarat,2020,4,382481,103359
Gujarat,2021,1,395006,297048
Gujarat,2021,1,395010,201470
Gujarat,2021,1,394210,200058
Gujarat,2021,1,395004,147473
Gujarat,2021,1,395003,145856
Gujarat,2021,1,382350,142849
Gujarat,2021,1,396191,130996
Gujarat,2021,1,382415,121750
Gujarat,2021,1,382345,113956
Gujarat,2021,1,385535,110989
Gujarat,2021,2,395006,317597
Gujarat,2021,2,395010,215717
Gujarat,2021,2,394210,214776
Gujarat,2021,2,395004,157608
Gujarat,2021,2,395003,156006
Gujarat,2021,2,382350,152795
Gujarat,2021,2,396191,140329
Gujarat,2021,2,382415,130437
Gujarat,2021,2,382345,121975
Gujarat,2021,2,385535,119329
Gujarat,2021,3,395006,340436
Gujarat,2021,3,395010,231725
Gujarat,2021,3,394210,231353
Gujarat,2021,3,395004,168968
Gujarat,2021,3,395003,167307
Gujarat,2021,3,382350,163762
Gujarat,2021,3,396191,150868
Gujarat,2021,3,382415,140098
Gujarat,2021,3,382345,130967
Gujarat,2021,3,385535,128886
Gujarat,2021,4,395006,363595
Gujarat,2021,4,394210,247983
Gujarat,2021,4,395010,247597
Gujarat,2021,4,395004,180294
Gujarat,2021,4,395003,178606
Gujarat,2021,4,382350,174821
Gujarat,2021,4,396191,161460
Gujarat,2021,4,382415,149751
Gujarat,2021,4,382345,139819
Gujarat,2021,4,385535,138286
Gujarat,2022,1,395006,385040
Gujarat,2022,1,394210,263596
Gujarat,2022,1,395010,262287
Gujarat,2022,1,395004,190769
Gujarat,2022,1,395003,189101
Gujarat,2022,1,382350,185001
Gujarat,2022,1,396191,171443
Gujarat,2022,1,382415,158818
Gujarat,2022,1,382345,148068
Gujarat,2022,1,385535,147477
Gujarat,2022,2,395006,405477
Gujarat,2022,2,394210,278453
Gujarat,2022,2,395010,276339
Gujarat,2022,2,395004,200828
Gujarat,2022,2,395003,199079
Gujarat,2022,2,382350,194725
Gujarat,2022,2,396191,180851
Gujarat,2022,2,382415,167419
Gujarat,2022,2,385535,156144
Gujarat,2022,2,382345,155908
Gujarat,2022,3,395006,426968
Gujarat,2022,3,394210,294155
Gujarat,2022,3,395010,290935
Gujarat,2022,3,395004,211361
Gujarat,2022,3,395003,209495
Gujarat,2022,3,382350,204832
Gujarat,2022,3,396191,190805
Gujarat,2022,3,382415,176390
Gujarat,2022,3,385535,164910
Gujarat,2022,3,382345,164109
Gujarat,2022,4,395006,448463
Gujarat,2022,4,394210,309875
Gujarat,2022,4,395010,305674
Gujarat,2022,4,395004,221859
Gujarat,2022,4,395003,219947
Gujarat,2022,4,382350,214911
Gujarat,2022,4,396191,200547
Gujarat,2022,4,382415,185450
Gujarat,2022,4,385535,173196
Gujarat,2022,4,382345,172424
Gujarat,2023,1,395006,468935
Gujarat,2023,1,394210,324796
Gujarat,2023,1,395010,319666
Gujarat,2023,1,395004,231760
Gujarat,2023,1,395003,229820
Gujarat,2023,1,382350,224592
Gujarat,2023,1,396191,209998
Gujarat,2023,1,382415,193969
Gujarat,2023,1,385535,181611
Gujarat,2023,1,382345,180196
Gujarat,2023,2,395006,487460
Gujarat,2023,2,394210,338493
Gujarat,2023,2,395010,332086
Gujarat,2023,2,395004,240529
Gujarat,2023,2,395003,238544
Gujarat,2023,2,382350,232887
Gujarat,2023,2,396191,218210
Gujarat,2023,2,382415,201581
Gujarat,2023,2,385535,189519
Gujarat,2023,2,382345,187051
Gujarat,2023,3,395006,506393
Gujarat,2023,3,394210,352544
Gujarat,2023,3,395010,344989
Gujarat,2023,3,395004,249980
Gujarat,2023,3,395003,247906
Gujarat,2023,3,382350,241927
Gujarat,2023,3,396191,226937
Gujarat,2023,3,382415,209511
Gujarat,2023,3,385535,197500
Gujarat,2023,3,382345,194466
Gujarat,2023,4,395006,524949
Gujarat,2023,4,394210,366153
Gujarat,2023,4,395010,357734
Gujarat,2023,4,395004,259097
Gujarat,2023,4,395003,256903
Gujarat,2023,4,382350,250285
Gujarat,2023,4,396191,235193
Gujarat,2023,4,382415,216982
Gujarat,2023,4,385535,204941
Gujarat,2023,4,382345,201290
Haryana,2018,1,122001,82656
Haryana,2018,1,121004,52178
Haryana,2018,1,121003,48088
Haryana,2018,1,122002,42709
Haryana,2018,1,122006,42454
Haryana,2018,1,121001,42239
Haryana,2018,1,124001,36966
Haryana,2018,1,123401,34462
Haryana,2018,1,122051,33437
Haryana,2018,1,132001,31575
Haryana,2018,2,122001,107275
Haryana,2018,2,121004,69412
Haryana,2018,2,121003,63458
Haryana,2018,2,121001,56154
Haryana,2018,2,122002,55528
Haryana,2018,2,122006,54489
Haryana,2018,2,124001,48721
Haryana,2018,2,123401,44946
Haryana,2018,2,122051,44764
Haryana,2018,2,132001,41673
Haryana,2018,3,122001,130847
Haryana,2018,3,121004,86428
Haryana,2018,3,121003,78699
Haryana,2018,3,121001,71428
Haryana,2018,3,122002,68873
Haryana,2018,3,122006,67331
Haryana,2018,3,124001,59016
Haryana,2018,3,123401,54477
Haryana,2018,3,122051,54363
Haryana,2018,3,132001,50845
Haryana,2018,4,122001,163556
Haryana,2018,4,121004,117034
Haryana,2018,4,121003,103920
Haryana,2018,4,121001,101287
Haryana,2018,4,122002,86547
Haryana,2018,4,122006,85334
Haryana,2018,4,124001,71218
Haryana,2018,4,122051,67543
Haryana,2018,4,123401,67235
Haryana,2018,4,122004,64480
Haryana,2019,1,122001,194366
Haryana,2019,1,121004,144318
Haryana,2019,1,121003,125626
Haryana,2019,1,121001,122040
Haryana,2019,1,122002,102287
Haryana,2019,1,122006,101815
Haryana,2019,1,124001,83228
Haryana,2019,1,122051,81253
Haryana,2019,1,121102,80409
Haryana,2019,1,123401,80255
Haryana,2019,2,122001,217913
Haryana,2019,2,121004,164350
Haryana,2019,2,121003,141046
Haryana,2019,2,121001,138083
Haryana,2019,2,122002,115060
Haryana,2019,2,122006,114395
Haryana,2019,2,124001,94885
Haryana,2019,2,121102,93648
Haryana,2019,2,123401,92297
Haryana,2019,2,122051,90453
Haryana,2019,3,122001,239679
Haryana,2019,3,121004,182786
Haryana,2019,3,121003,155581
Haryana,2019,3,121001,152399
Haryana,2019,3,122002,126886
Haryana,2019,3,122006,126740
Haryana,2019,3,121102,106171
Haryana,2019,3,124001,105974
Haryana,2019,3,123401,103749
Haryana,2019,3,122004,99827
Haryana,2019,4,122001,258880
Haryana,2019,4,121004,201072
Haryana,2019,4,121003,169105
Haryana,2019,4,121001,164555
Haryana,2019,4,122006,137295
Haryana,2019,4,122002,136781
Haryana,2019,4,121102,117172
Haryana,2019,4,124001,115727
Haryana,2019,4,123401,113575
Haryana,2019,4,122004,109845
Haryana,2020,1,122001,277400
Haryana,2020,1,121004,220431
Haryana,2020,1,121003,183564
Haryana,2020,1,121001,177159
Haryana,2020,1,122006,147672
Haryana,2020,1,122002,146453
Haryana,2020,1,121102,129418
Haryana,2020,1,124001,126121
Haryana,2020,1,123401,124071
Haryana,2020,1,122004,120068
Haryana,2020,2,122001,293479
Haryana,2020,2,121004,239658
Haryana,2020,2,121003,198248
Haryana,2020,2,121001,190142
Haryana,2020,2,122006,157703
Haryana,2020,2,122002,154797
Haryana,2020,2,121102,142490
Haryana,2020,2,124001,136592
Haryana,2020,2,123401,135535
Haryana,2020,2,122004,127957
Haryana,2020,3,122001,314031
Haryana,2020,3,121004,261230
Haryana,2020,3,121003,214022
Haryana,2020,3,121001,205343
Haryana,2020,3,122006,170596
Haryana,2020,3,122002,165039
Haryana,2020,3,121102,155722
Haryana,2020,3,124001,149067
Haryana,2020,3,123401,148188
Haryana,2020,3,122004,138271
Haryana,2020,4,122001,336803
Haryana,2020,4,121004,283882
Haryana,2020,4,121003,230786
Haryana,2020,4,121001,221002
Haryana,2020,4,122006,184356
Haryana,2020,4,122002,176881
Haryana,2020,4,121102,169232
Haryana,2020,4,124001,161912
Haryana,2020,4,123401,160526
Haryana,2020,4,122004,150225
Haryana,2021,1,122001,361360
Haryana,2021,1,121004,306230
Haryana,2021,1,121003,247955
Haryana,2021,1,121001,237542
Haryana,2021,1,122006,198022
Haryana,2021,1,122002,189395
Haryana,2021,1,121102,182342
Haryana,2021,1,124001,173733
Haryana,2021,1,123401,172665
Haryana,2021,1,122004,162301
Haryana,2021,2,122001,385555
Haryana,2021,2,121004,328000
Haryana,2021,2,121003,264861
Haryana,2021,2,121001,254045
Haryana,2021,2,122006,211281
Haryana,2021,2,122002,201795
Haryana,2021,2,121102,195621
Haryana,2021,2,124001,186059
Haryana,2021,2,123401,184718
Haryana,2021,2,122004,173740
Haryana,2021,3,122001,412737
Haryana,2021,3,121004,352312
Haryana,2021,3,121003,284042
Haryana,2021,3,121001,272333
Haryana,2021,3,122006,226097
Haryana,2021,3,122002,215608
Haryana,2021,3,121102,210637
Haryana,2021,3,124001,199561
Haryana,2021,3,123401,198439
Haryana,2021,3,122004,186579
Haryana,2021,4,122001,440178
Haryana,2021,4,121004,376910
Haryana,2021,4,121003,303566
Haryana,2021,4,121001,290827
Haryana,2021,4,122006,241050
Haryana,2021,4,122002,229524
Haryana,2021,4,121102,225645
Haryana,2021,4,124001,213051
Haryana,2021,4,123401,212046
Haryana,2021,4,122004,199804
Haryana,2022,1,122001,465984
Haryana,2022,1,121004,400283
Haryana,2022,1,121003,321859
Haryana,2022,1,121001,308144
Haryana,2022,1,122006,255061
Haryana,2022,1,122002,242575
Haryana,2022,1,121102,239809
Haryana,2022,1,124001,225735
Haryana,2022,1,123401,225100
Haryana,2022,1,122004,212387
Haryana,2022,2,122001,490709
Haryana,2022,2,121004,422488
Haryana,2022,2,121003,339295
Haryana,2022,2,121001,324650
Haryana,2022,2,122006,268387
Haryana,2022,2,122002,255084
Haryana,2022,2,121102,253094
Haryana,2022,2,124001,237736
Haryana,2022,2,123401,237454
Haryana,2022,2,122004,224546
Haryana,2022,3,122001,516313
Haryana,2022,3,121004,445822
Haryana,2022,3,121003,357581
Haryana,2022,3,121001,341866
Haryana,2022,3,122006,282229
Haryana,2022,3,122002,267850
Haryana,2022,3,121102,266955
Haryana,2022,3,123401,250221
Haryana,2022,3,124001,250178
Haryana,2022,3,122004,237160
Haryana,2022,4,122001,542209
Haryana,2022,4,121004,468607
Haryana,2022,4,121003,376201
Haryana,2022,4,121001,358891
Haryana,2022,4,122006,296184
Haryana,2022,4,122002,280688
Haryana,2022,4,121102,279801
Haryana,2022,4,124001,262578
Haryana,2022,4,123401,262455
Haryana,2022,4,122004,249924
Haryana,2023,1,122001,566889
Haryana,2023,1,121004,490243
Haryana,2023,1,121003,393759
Haryana,2023,1,121001,374984
Haryana,2023,1,122006,309366
Haryana,2023,1,122002,292936
Haryana,2023,1,121102,292301
Haryana,2023,1,123401,274345
Haryana,2023,1,124001,274341
Haryana,2023,1,122004,262041
Haryana,2023,2,122001,587988
Haryana,2023,2,121004,509776
Haryana,2023,2,121003,409084
Haryana,2023,2,121001,389395
Haryana,2023,2,122006,320750
Haryana,2023,2,121102,304262
Haryana,2023,2,122002,303350
Haryana,2023,2,123401,285072
Haryana,2023,2,124001,284505
Haryana,2023,2,122004,272545
Haryana,2023,3,122001,609934
Haryana,2023,3,121004,529674
Haryana,2023,3,121003,424936
Haryana,2023,3,121001,404005
Haryana,2023,3,122006,332314
Haryana,2023,3,121102,316110
Haryana,2023,3,122002,314298
Haryana,2023,3,123401,296212
Haryana,2023,3,124001,295520
Haryana,2023,3,122004,283114
Haryana,2023,4,122001,630836
Haryana,2023,4,121004,549020
Haryana,2023,4,121003,440208
Haryana,2023,4,121001,417622
Haryana,2023,4,122006,343512
Haryana,2023,4,121102,327330
Haryana,2023,4,122002,324376
Haryana,2023,4,123401,306718
Haryana,2023,4,124001,305169
Haryana,2023,4,122004,293464
